client_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Customer_Segment,Cluster,Cluster_Name
580,1,15648,586474.67,2,5,4,254,At-Risk / High Spenders At Risk,2,Cluster 2
581,1,7462,288151.14,2,2,2,222,Lost Customers,0,Cluster 0
582,1,2908,208355.11,2,1,1,211,Lost Customers,0,Cluster 0
583,1,5590,235205.49,2,1,1,211,Lost Customers,0,Cluster 0
584,1,9310,254339.64,2,3,1,231,At-Risk / High Spenders At Risk,0,Cluster 0
585,1,13774,489027.09,2,5,3,253,At-Risk / High Spenders At Risk,2,Cluster 2
586,1,7744,279489.46,2,2,1,221,Lost Customers,0,Cluster 0
589,4,3464,143276.03,1,1,1,111,Lost Customers,0,Cluster 0
592,1,20276,562098.81,2,5,4,254,At-Risk / High Spenders At Risk,2,Cluster 2
595,1,5050,273535.26,2,1,1,211,Lost Customers,0,Cluster 0
596,1,3365,159565.07,2,1,1,211,Lost Customers,0,Cluster 0
597,1,12084,925593.3,2,4,5,245,At-Risk / High Spenders At Risk,2,Cluster 2
598,1,25075,1170518.79,2,5,5,255,At-Risk / High Spenders At Risk,2,Cluster 2
601,1,7859,311156.02,2,2,2,222,Lost Customers,0,Cluster 0
602,1,14046,626096.86,2,5,4,254,At-Risk / High Spenders At Risk,2,Cluster 2
604,1,7696,554436.63,2,2,4,224,Lost Customers,2,Cluster 2
605,1,16408,402881.75,2,5,3,253,At-Risk / High Spenders At Risk,2,Cluster 2
608,4,5889,152404.06,1,1,1,111,Lost Customers,0,Cluster 0
609,1,8641,298854.53,2,3,2,232,At-Risk / High Spenders At Risk,0,Cluster 0
613,1,11339,458454.01,2,4,3,243,At-Risk / High Spenders At Risk,2,Cluster 2
614,1,7815,326755.5,2,2,2,222,Lost Customers,0,Cluster 0
615,1,9775,734423.13,2,3,5,235,At-Risk / High Spenders At Risk,2,Cluster 2
616,1,2775,113389.67,2,1,1,211,Lost Customers,0,Cluster 0
618,2,5400,165404.35,1,1,1,111,Lost Customers,0,Cluster 0
619,1,7404,407770.82,2,2,3,223,Lost Customers,0,Cluster 0
621,2,6199,259771.02,1,2,1,121,Lost Customers,0,Cluster 0
623,1,5196,423696.09,2,1,3,213,Lost Customers,0,Cluster 0
628,1,7021,472257.24,2,2,3,223,Lost Customers,0,Cluster 0
629,1,8492,776721.06,2,3,5,235,At-Risk / High Spenders At Risk,2,Cluster 2
631,1,7894,374472.13,2,2,2,222,Lost Customers,0,Cluster 0
633,1,4283,408928.85,2,1,3,213,Lost Customers,0,Cluster 0
634,1,8870,488923.21,2,3,3,233,At-Risk / High Spenders At Risk,2,Cluster 2
636,2,4574,207314.21,1,1,1,111,Lost Customers,0,Cluster 0
637,1,14665,819427.6,2,5,5,255,At-Risk / High Spenders At Risk,2,Cluster 2
638,1,4460,426154.37,2,1,3,213,Lost Customers,0,Cluster 0
639,1,20094,572327.69,2,5,4,254,At-Risk / High Spenders At Risk,2,Cluster 2
641,1,19901,761796.14,2,5,5,255,At-Risk / High Spenders At Risk,2,Cluster 2
642,1,5637,372527.17,2,1,2,212,Lost Customers,0,Cluster 0
643,1,11414,347655.88,2,4,2,242,At-Risk / High Spenders At Risk,2,Cluster 2
644,1,5083,242051.32,2,1,1,211,Lost Customers,0,Cluster 0
646,1,8164,371966.31,2,2,2,222,Lost Customers,0,Cluster 0
647,1,6149,248999.31,2,1,1,211,Lost Customers,0,Cluster 0
648,1,7427,163161.31,2,2,1,221,Lost Customers,0,Cluster 0
649,1,9902,306768.4,2,3,2,232,At-Risk / High Spenders At Risk,0,Cluster 0
650,1,5314,254840.95,2,1,1,211,Lost Customers,0,Cluster 0
652,1,14199,441710.76,2,5,3,253,At-Risk / High Spenders At Risk,2,Cluster 2
655,1,12504,352919.84,2,4,2,242,At-Risk / High Spenders At Risk,2,Cluster 2
657,1,6175,274013.75,2,2,1,221,Lost Customers,0,Cluster 0
658,1,13842,683895.27,2,5,4,254,At-Risk / High Spenders At Risk,2,Cluster 2
659,1,11835,472142.27,2,4,3,243,At-Risk / High Spenders At Risk,2,Cluster 2
660,1,5810,227503.74,2,1,1,211,Lost Customers,0,Cluster 0
661,1,3670,116425.15,2,1,1,211,Lost Customers,0,Cluster 0
662,1,13869,785318.15,2,5,5,255,At-Risk / High Spenders At Risk,2,Cluster 2
663,1,12724,669479.06,2,4,4,244,At-Risk / High Spenders At Risk,2,Cluster 2
665,1,10955,480189.76,2,4,3,243,At-Risk / High Spenders At Risk,2,Cluster 2
667,1,14318,629471.13,2,5,4,254,At-Risk / High Spenders At Risk,2,Cluster 2
668,1,13812,376734.16,2,5,2,252,At-Risk / High Spenders At Risk,2,Cluster 2
669,1,10770,367908.96,2,4,2,242,At-Risk / High Spenders At Risk,2,Cluster 2
671,1,6755,380849.27,2,2,3,223,Lost Customers,0,Cluster 0
672,1,15139,439289.56,2,5,3,253,At-Risk / High Spenders At Risk,2,Cluster 2
674,1,14579,326535.61,2,5,2,252,At-Risk / High Spenders At Risk,2,Cluster 2
675,1,7470,293039.56,2,2,2,222,Lost Customers,0,Cluster 0
676,1,14775,663519.79,2,5,4,254,At-Risk / High Spenders At Risk,2,Cluster 2
677,1,7590,513831.71,3,2,4,324,Recent / New Customers,2,Cluster 2
678,1,6082,201619.11,3,1,1,311,Recent / New Customers,0,Cluster 0
679,1,5993,193353.91,3,1,1,311,Recent / New Customers,0,Cluster 0
683,1,8029,466595.82,3,2,3,323,Recent / New Customers,2,Cluster 2
684,1,5466,233218.53,3,1,1,311,Recent / New Customers,0,Cluster 0
688,1,12757,475323.52,3,4,3,343,Loyal Customers,2,Cluster 2
692,1,9979,348163.02,3,3,2,332,Loyal Customers,0,Cluster 0
696,1,11438,883804.25,3,4,5,345,Loyal Customers,2,Cluster 2
697,1,4035,379391.23,3,1,3,313,Recent / New Customers,0,Cluster 0
699,1,11274,279246.08,3,4,1,341,Loyal Customers,0,Cluster 0
702,1,12753,863680.43,3,4,5,345,Loyal Customers,2,Cluster 2
705,1,19487,1075009.14,3,5,5,355,Loyal Customers,2,Cluster 2
706,1,7425,532146.16,3,2,4,324,Recent / New Customers,2,Cluster 2
708,1,8217,1181548.64,3,3,5,335,Loyal Customers,2,Cluster 2
709,1,7178,269606.29,3,2,1,321,Recent / New Customers,0,Cluster 0
711,32,11168,735157.08,1,4,5,145,At-Risk / High Spenders At Risk,2,Cluster 2
712,1,7599,350349.01,3,2,2,322,Recent / New Customers,0,Cluster 0
714,1,8874,304720.1,3,3,2,332,Loyal Customers,0,Cluster 0
716,1,13577,556866.2,3,5,4,354,Loyal Customers,2,Cluster 2
719,1,10658,529216.71,3,4,4,344,Loyal Customers,2,Cluster 2
720,2,3408,155131.71,1,1,1,111,Lost Customers,0,Cluster 0
721,1,10503,283828.62,3,4,2,342,Loyal Customers,0,Cluster 0
723,1,9553,277266.25,3,3,1,331,Loyal Customers,0,Cluster 0
724,2,6021,351729.35,1,1,2,112,Lost Customers,0,Cluster 0
726,1,9258,269742.33,3,3,1,331,Loyal Customers,0,Cluster 0
727,1,10753,313908.31,3,4,2,342,Loyal Customers,0,Cluster 0
728,2,6400,294738.04,1,2,2,122,Lost Customers,0,Cluster 0
729,1,8736,421271.57,3,3,3,333,Loyal Customers,2,Cluster 2
731,3,3364,278701.37,1,1,1,111,Lost Customers,0,Cluster 0
732,2,5502,323419.16,1,1,2,112,Lost Customers,0,Cluster 0
733,1,14515,1090546.38,3,5,5,355,Loyal Customers,2,Cluster 2
734,1,10444,192961.38,3,4,1,341,Loyal Customers,0,Cluster 0
737,1,15136,706051.73,3,5,5,355,Loyal Customers,2,Cluster 2
738,1,10216,829961.22,3,3,5,335,Loyal Customers,2,Cluster 2
742,1,7699,538518.43,3,2,4,324,Recent / New Customers,2,Cluster 2
743,2,5520,308615.68,1,1,2,112,Lost Customers,0,Cluster 0
744,2,8220,344268.4,1,3,2,132,At-Risk / High Spenders At Risk,0,Cluster 0
746,1,12147,453207.78,3,4,3,343,Loyal Customers,2,Cluster 2
747,1,9468,269943.22,3,3,1,331,Loyal Customers,0,Cluster 0
748,1,6150,311534.73,3,1,2,312,Recent / New Customers,0,Cluster 0
750,1,4982,246532.65,3,1,1,311,Recent / New Customers,0,Cluster 0
751,1,6624,492049.01,3,2,3,323,Recent / New Customers,0,Cluster 0
752,1,5421,526148.53,3,1,4,314,Recent / New Customers,0,Cluster 0
753,2,5605,228343.62,1,1,1,111,Lost Customers,0,Cluster 0
754,1,14382,759311.21,3,5,5,355,Loyal Customers,2,Cluster 2
755,1,5106,234804.09,3,1,1,311,Recent / New Customers,0,Cluster 0
756,3,4914,502871.22000000003,1,1,4,114,Lost Customers,0,Cluster 0
757,1,10330,647800.51,3,4,4,344,Loyal Customers,2,Cluster 2
758,1,13951,257678.92,3,5,1,351,Loyal Customers,2,Cluster 2
759,1,6608,414174.65,3,2,3,323,Recent / New Customers,0,Cluster 0
760,1,13650,551329.61,3,5,4,354,Loyal Customers,2,Cluster 2
762,1,9650,472668.55,3,3,3,333,Loyal Customers,2,Cluster 2
763,1,13030,1074425.08,3,4,5,345,Loyal Customers,2,Cluster 2
764,1,7964,472661.0,3,2,3,323,Recent / New Customers,2,Cluster 2
771,1,4975,333239.83,3,1,2,312,Recent / New Customers,0,Cluster 0
772,1,6595,227183.95,3,2,1,321,Recent / New Customers,0,Cluster 0
773,1,10384,377978.7,3,4,3,343,Loyal Customers,2,Cluster 2
774,1,6662,324869.13,3,2,2,322,Recent / New Customers,0,Cluster 0
776,1,8735,928122.43,3,3,5,335,Loyal Customers,2,Cluster 2
779,1,17419,822157.12,3,5,5,355,Loyal Customers,2,Cluster 2
780,1,7076,249479.18,3,2,1,321,Recent / New Customers,0,Cluster 0
782,1,17847,944121.48,3,5,5,355,Loyal Customers,2,Cluster 2
783,1,6076,256274.44,3,1,1,311,Recent / New Customers,0,Cluster 0
789,1,7660,421514.71,3,2,3,323,Recent / New Customers,0,Cluster 0
790,1,11555,438634.32,3,4,3,343,Loyal Customers,2,Cluster 2
791,1,5426,332829.25,3,1,2,312,Recent / New Customers,0,Cluster 0
793,1,7164,342886.57,3,2,2,322,Recent / New Customers,0,Cluster 0
794,1,2579,149366.64,3,1,1,311,Recent / New Customers,0,Cluster 0
795,1,15539,971722.43,3,5,5,355,Loyal Customers,2,Cluster 2
797,1,6684,397153.06,3,2,3,323,Recent / New Customers,0,Cluster 0
798,1,5539,488871.91,3,1,3,313,Recent / New Customers,0,Cluster 0
799,1,5155,293253.48,3,1,2,312,Recent / New Customers,0,Cluster 0
801,1,6916,276473.46,3,2,1,321,Recent / New Customers,0,Cluster 0
802,1,10195,629121.24,3,3,4,334,Loyal Customers,2,Cluster 2
803,1,10480,268483.94,3,4,1,341,Loyal Customers,0,Cluster 0
804,1,15003,525850.83,3,5,4,354,Loyal Customers,2,Cluster 2
807,1,5726,288485.68,3,1,2,312,Recent / New Customers,0,Cluster 0
808,1,9637,794190.14,3,3,5,335,Loyal Customers,2,Cluster 2
810,1,13997,671514.33,3,5,4,354,Loyal Customers,2,Cluster 2
811,1,12170,851560.55,3,4,5,345,Loyal Customers,2,Cluster 2
814,1,11468,472497.87,3,4,3,343,Loyal Customers,2,Cluster 2
816,1,6871,354262.06,3,2,2,322,Recent / New Customers,0,Cluster 0
819,1,7396,345639.02,3,2,2,322,Recent / New Customers,0,Cluster 0
820,1,13759,704265.18,3,5,5,355,Loyal Customers,2,Cluster 2
821,1,5119,172232.09,3,1,1,311,Recent / New Customers,0,Cluster 0
822,1,6899,287382.56,3,2,2,322,Recent / New Customers,0,Cluster 0
823,1,6272,351996.35,3,2,2,322,Recent / New Customers,0,Cluster 0
825,2,11007,965410.3,1,4,5,145,At-Risk / High Spenders At Risk,2,Cluster 2
826,1,3893,329699.07,3,1,2,312,Recent / New Customers,0,Cluster 0
827,1,7235,325426.48,3,2,2,322,Recent / New Customers,0,Cluster 0
828,1,19792,633180.92,3,5,4,354,Loyal Customers,2,Cluster 2
831,1,6860,396066.46,3,2,3,323,Recent / New Customers,0,Cluster 0
832,1,5646,488805.33,3,1,3,313,Recent / New Customers,0,Cluster 0
837,1,6342,301937.79,3,2,2,322,Recent / New Customers,0,Cluster 0
839,2,4317,386377.54,1,1,3,113,Lost Customers,0,Cluster 0
843,1,6897,320694.63,3,2,2,322,Recent / New Customers,0,Cluster 0
844,1,2488,169941.33,3,1,1,311,Recent / New Customers,0,Cluster 0
845,1,10779,498067.76,3,4,4,344,Loyal Customers,2,Cluster 2
846,1,18653,849005.41,3,5,5,355,Loyal Customers,2,Cluster 2
847,1,11900,702708.47,3,4,5,345,Loyal Customers,2,Cluster 2
848,2,6277,510929.41,1,2,4,124,Lost Customers,0,Cluster 0
849,1,8753,275137.35,3,3,1,331,Loyal Customers,0,Cluster 0
850,1,7020,268781.92,3,2,1,321,Recent / New Customers,0,Cluster 0
851,2,6780,315660.8,1,2,2,122,Lost Customers,0,Cluster 0
852,1,18500,860842.65,3,5,5,355,Loyal Customers,2,Cluster 2
855,1,9542,211546.77,3,3,1,331,Loyal Customers,0,Cluster 0
856,1,12318,1166026.44,3,4,5,345,Loyal Customers,2,Cluster 2
858,1,13434,706232.81,3,5,5,355,Loyal Customers,2,Cluster 2
859,1,10051,437715.25,3,3,3,333,Loyal Customers,2,Cluster 2
860,1,15478,893763.8,3,5,5,355,Loyal Customers,2,Cluster 2
862,1,7297,256503.71,3,2,1,321,Recent / New Customers,0,Cluster 0
863,1,4110,177869.26,3,1,1,311,Recent / New Customers,0,Cluster 0
865,1,11575,779471.96,3,4,5,345,Loyal Customers,2,Cluster 2
866,1,9672,514237.98,3,3,4,334,Loyal Customers,2,Cluster 2
868,1,10134,664937.92,3,3,4,334,Loyal Customers,2,Cluster 2
869,1,6150,277733.11,3,1,1,311,Recent / New Customers,0,Cluster 0
870,1,11215,533788.24,3,4,4,344,Loyal Customers,2,Cluster 2
871,1,16798,578653.67,3,5,4,354,Loyal Customers,2,Cluster 2
872,1,14988,609051.66,3,5,4,354,Loyal Customers,2,Cluster 2
875,1,3214,189689.21,3,1,1,311,Recent / New Customers,0,Cluster 0
876,2,7337,411838.36,1,2,3,123,Lost Customers,0,Cluster 0
877,1,8332,593421.44,3,3,4,334,Loyal Customers,2,Cluster 2
879,1,10211,367152.55,3,3,2,332,Loyal Customers,2,Cluster 2
882,1,7329,321122.13,3,2,2,322,Recent / New Customers,0,Cluster 0
883,1,2290,192035.54,3,1,1,311,Recent / New Customers,0,Cluster 0
884,1,13817,552419.16,3,5,4,354,Loyal Customers,2,Cluster 2
885,1,10977,174860.76,3,4,1,341,Loyal Customers,0,Cluster 0
888,3,4304,310056.4,1,1,2,112,Lost Customers,0,Cluster 0
890,1,7856,405265.11,3,2,3,323,Recent / New Customers,0,Cluster 0
891,1,13151,457231.47,3,4,3,343,Loyal Customers,2,Cluster 2
895,1,8037,393509.55,3,2,3,323,Recent / New Customers,0,Cluster 0
897,1,2421,66464.77,3,1,1,311,Recent / New Customers,0,Cluster 0
898,1,7337,237125.63,3,2,1,321,Recent / New Customers,0,Cluster 0
900,1,7640,348923.07,3,2,2,322,Recent / New Customers,0,Cluster 0
901,1,7264,289697.89,3,2,2,322,Recent / New Customers,0,Cluster 0
905,1,10930,842454.41,3,4,5,345,Loyal Customers,2,Cluster 2
906,1,8269,420801.47,3,3,3,333,Loyal Customers,0,Cluster 0
908,1,8671,408064.8,3,3,3,333,Loyal Customers,0,Cluster 0
912,1,11340,381838.1,3,4,3,343,Loyal Customers,2,Cluster 2
913,1,3709,180643.29,3,1,1,311,Recent / New Customers,0,Cluster 0
914,1,11187,620532.77,3,4,4,344,Loyal Customers,2,Cluster 2
917,2,5616,267669.76,1,1,1,111,Lost Customers,0,Cluster 0
918,1,8331,382516.18,3,3,3,333,Loyal Customers,0,Cluster 0
920,1,6063,168380.36,3,1,1,311,Recent / New Customers,0,Cluster 0
921,1,15046,985559.53,3,5,5,355,Loyal Customers,2,Cluster 2
924,885,5688,276265.51,1,1,1,111,Lost Customers,1,Cluster 1
928,1,6849,310016.99,3,2,2,322,Recent / New Customers,0,Cluster 0
931,1,7441,457993.16,3,2,3,323,Recent / New Customers,0,Cluster 0
932,1,13403,675607.44,3,5,4,354,Loyal Customers,2,Cluster 2
933,1,7943,303115.84,3,2,2,322,Recent / New Customers,0,Cluster 0
938,1,10194,577830.76,3,3,4,334,Loyal Customers,2,Cluster 2
939,1,5232,342315.67,3,1,2,312,Recent / New Customers,0,Cluster 0
940,1,10488,431144.25,3,4,3,343,Loyal Customers,2,Cluster 2
942,2,11527,714783.24,1,4,5,145,At-Risk / High Spenders At Risk,2,Cluster 2
944,1,10155,1129041.24,3,3,5,335,Loyal Customers,2,Cluster 2
946,1,12009,365015.48,3,4,2,342,Loyal Customers,2,Cluster 2
947,1,14146,741007.63,3,5,5,355,Loyal Customers,2,Cluster 2
948,1,7508,316257.86,3,2,2,322,Recent / New Customers,0,Cluster 0
949,1,9578,629955.05,3,3,4,334,Loyal Customers,2,Cluster 2
951,1,11793,319770.69,3,4,2,342,Loyal Customers,2,Cluster 2
952,1,8458,863895.79,3,3,5,335,Loyal Customers,2,Cluster 2
954,1,19705,949444.86,3,5,5,355,Loyal Customers,2,Cluster 2
955,1,1937,68484.49,3,1,1,311,Recent / New Customers,0,Cluster 0
957,1,10002,631137.46,3,3,4,334,Loyal Customers,2,Cluster 2
961,1,11744,649213.24,3,4,4,344,Loyal Customers,2,Cluster 2
962,1,5462,277819.42,3,1,1,311,Recent / New Customers,0,Cluster 0
963,1,3384,160074.91,3,1,1,311,Recent / New Customers,0,Cluster 0
964,1,7073,314758.67,3,2,2,322,Recent / New Customers,0,Cluster 0
970,1,12413,458588.89,3,4,3,343,Loyal Customers,2,Cluster 2
972,1,11491,776672.89,3,4,5,345,Loyal Customers,2,Cluster 2
973,1,16633,361236.7,3,5,2,352,Loyal Customers,2,Cluster 2
976,1,14666,859746.63,3,5,5,355,Loyal Customers,2,Cluster 2
977,2,10539,343256.3,1,4,2,142,At-Risk / High Spenders At Risk,2,Cluster 2
979,1,5262,387345.29,3,1,3,313,Recent / New Customers,0,Cluster 0
980,1,6509,263156.28,3,2,1,321,Recent / New Customers,0,Cluster 0
983,1,8368,405544.26,3,3,3,333,Loyal Customers,0,Cluster 0
984,1,12216,774823.02,3,4,5,345,Loyal Customers,2,Cluster 2
985,1,10691,1026645.64,3,4,5,345,Loyal Customers,2,Cluster 2
986,1,10941,335126.93,3,4,2,342,Loyal Customers,2,Cluster 2
987,1,27830,1065511.51,3,5,5,355,Loyal Customers,2,Cluster 2
988,1,6990,431066.01,3,2,3,323,Recent / New Customers,0,Cluster 0
990,2,6114,258172.6,1,1,1,111,Lost Customers,0,Cluster 0
992,1,8471,590045.67,3,3,4,334,Loyal Customers,2,Cluster 2
994,1,7705,231607.9,3,2,1,321,Recent / New Customers,0,Cluster 0
996,1,15573,724131.93,3,5,5,355,Loyal Customers,2,Cluster 2
997,1,30082,984997.5,3,5,5,355,Loyal Customers,2,Cluster 2
1002,36,3391,239532.1,1,1,1,111,Lost Customers,0,Cluster 0
1003,1,10606,1039214.67,3,4,5,345,Loyal Customers,2,Cluster 2
1006,1,10173,473491.23,3,3,3,333,Loyal Customers,2,Cluster 2
1008,1,15979,351539.53,3,5,2,352,Loyal Customers,2,Cluster 2
1009,1,6252,195171.11,3,2,1,321,Recent / New Customers,0,Cluster 0
1012,1,2981,174995.78,3,1,1,311,Recent / New Customers,0,Cluster 0
1016,2,2166,53195.75,1,1,1,111,Lost Customers,0,Cluster 0
1018,1,15911,802770.59,3,5,5,355,Loyal Customers,2,Cluster 2
1019,1,8549,463886.69,3,3,3,333,Loyal Customers,2,Cluster 2
1020,1,16288,833610.08,3,5,5,355,Loyal Customers,2,Cluster 2
1022,1,10280,705127.36,3,3,5,335,Loyal Customers,2,Cluster 2
1024,1,15501,419527.59,3,5,3,353,Loyal Customers,2,Cluster 2
1026,1,10585,365721.68,3,4,2,342,Loyal Customers,2,Cluster 2
1027,1,7454,630422.71,3,2,4,324,Recent / New Customers,2,Cluster 2
1028,1,12422,951445.37,3,4,5,345,Loyal Customers,2,Cluster 2
1029,1,5297,366527.78,3,1,2,312,Recent / New Customers,0,Cluster 0
1030,1,9806,335446.19,3,3,2,332,Loyal Customers,0,Cluster 0
1031,1,7437,459600.83,3,2,3,323,Recent / New Customers,0,Cluster 0
1034,1,12623,847841.11,3,4,5,345,Loyal Customers,2,Cluster 2
1039,1,15148,596591.03,3,5,4,354,Loyal Customers,2,Cluster 2
1041,1,7973,396984.41,3,2,3,323,Recent / New Customers,0,Cluster 0
1046,1,13360,712983.97,3,5,5,355,Loyal Customers,2,Cluster 2
1047,1,8875,545452.38,3,3,4,334,Loyal Customers,2,Cluster 2
1048,1,7327,446472.08,3,2,3,323,Recent / New Customers,0,Cluster 0
1050,1,18047,780916.25,3,5,5,355,Loyal Customers,2,Cluster 2
1052,1,11197,928889.02,3,4,5,345,Loyal Customers,2,Cluster 2
1053,1,12404,899177.49,3,4,5,345,Loyal Customers,2,Cluster 2
1054,2,6983,307842.39,1,2,2,122,Lost Customers,0,Cluster 0
1058,1,13357,636266.61,3,5,4,354,Loyal Customers,2,Cluster 2
1060,1,6623,370337.36,3,2,2,322,Recent / New Customers,0,Cluster 0
1063,1,16376,723882.07,3,5,5,355,Loyal Customers,2,Cluster 2
1067,1,13558,462824.0,3,5,3,353,Loyal Customers,2,Cluster 2
1069,1,11662,456972.08,3,4,3,343,Loyal Customers,2,Cluster 2
1070,1,8269,440684.64,3,3,3,333,Loyal Customers,2,Cluster 2
1072,2,11060,508610.88,1,4,4,144,At-Risk / High Spenders At Risk,2,Cluster 2
1073,1,9603,466317.19,3,3,3,333,Loyal Customers,2,Cluster 2
1074,1,4912,290164.74,3,1,2,312,Recent / New Customers,0,Cluster 0
1075,1,19680,745803.49,3,5,5,355,Loyal Customers,2,Cluster 2
1076,2,6656,344938.61,1,2,2,122,Lost Customers,0,Cluster 0
1077,1,21664,564110.16,3,5,4,354,Loyal Customers,2,Cluster 2
1078,1,11210,722235.14,3,4,5,345,Loyal Customers,2,Cluster 2
1079,1,13121,907188.09,3,4,5,345,Loyal Customers,2,Cluster 2
1080,1,11870,361503.48,3,4,2,342,Loyal Customers,2,Cluster 2
1081,1,14812,1082500.9,3,5,5,355,Loyal Customers,2,Cluster 2
1082,1,6052,389204.49,3,1,3,313,Recent / New Customers,0,Cluster 0
1083,1,22008,1020646.2,3,5,5,355,Loyal Customers,2,Cluster 2
1084,1,11363,556090.58,3,4,4,344,Loyal Customers,2,Cluster 2
1086,1,4445,444749.52,3,1,3,313,Recent / New Customers,0,Cluster 0
1087,1,6695,250546.96,3,2,1,321,Recent / New Customers,0,Cluster 0
1088,1,7406,400451.06,3,2,3,323,Recent / New Customers,0,Cluster 0
1089,1,7584,461080.61,3,2,3,323,Recent / New Customers,0,Cluster 0
1091,2,6974,463507.6,1,2,3,123,Lost Customers,0,Cluster 0
1094,1,5077,266067.37,3,1,1,311,Recent / New Customers,0,Cluster 0
1095,1,5331,335018.87,3,1,2,312,Recent / New Customers,0,Cluster 0
1096,1,16933,828039.88,3,5,5,355,Loyal Customers,2,Cluster 2
1097,1,7323,340127.76,3,2,2,322,Recent / New Customers,0,Cluster 0
1100,1,8888,878910.61,3,3,5,335,Loyal Customers,2,Cluster 2
1102,1,17144,1184967.42,3,5,5,355,Loyal Customers,2,Cluster 2
1103,1,12541,555180.79,3,4,4,344,Loyal Customers,2,Cluster 2
1104,1,13278,750695.56,3,4,5,345,Loyal Customers,2,Cluster 2
1105,1,12842,790298.29,3,4,5,345,Loyal Customers,2,Cluster 2
1106,1,11021,329395.36,3,4,2,342,Loyal Customers,2,Cluster 2
1107,1,10909,487620.35,3,4,3,343,Loyal Customers,2,Cluster 2
1114,1,8245,320796.61,3,3,2,332,Loyal Customers,0,Cluster 0
1115,1,12226,730107.69,3,4,5,345,Loyal Customers,2,Cluster 2
1116,1,15841,1085564.05,3,5,5,355,Loyal Customers,2,Cluster 2
1117,1,12420,1055946.48,3,4,5,345,Loyal Customers,2,Cluster 2
1118,1,5781,663608.8,3,1,4,314,Recent / New Customers,0,Cluster 0
1121,1,15971,873296.07,3,5,5,355,Loyal Customers,2,Cluster 2
1123,1,6547,215182.77,3,2,1,321,Recent / New Customers,0,Cluster 0
1125,1,3074,215551.67,3,1,1,311,Recent / New Customers,0,Cluster 0
1127,1,17271,613557.31,3,5,4,354,Loyal Customers,2,Cluster 2
1128,1,7708,317140.3,3,2,2,322,Recent / New Customers,0,Cluster 0
1129,1,13827,768172.66,3,5,5,355,Loyal Customers,2,Cluster 2
1130,1,13186,783572.26,3,4,5,345,Loyal Customers,2,Cluster 2
1131,1,8467,809298.04,3,3,5,335,Loyal Customers,2,Cluster 2
1133,1,9186,346893.96,4,3,2,432,Loyal Customers,0,Cluster 0
1135,1,15027,647381.94,4,5,4,454,Champions,2,Cluster 2
1137,1,6533,363560.39,4,2,2,422,Recent / New Customers,0,Cluster 0
1138,1,18355,666002.94,4,5,4,454,Champions,2,Cluster 2
1140,1,11799,501051.25,4,4,4,444,Champions,2,Cluster 2
1141,1,11006,375009.24,4,4,2,442,Loyal Customers,2,Cluster 2
1142,1,7675,627725.96,4,2,4,424,Recent / New Customers,2,Cluster 2
1144,1,20055,712111.18,4,5,5,455,Champions,2,Cluster 2
1145,1,19320,904389.82,4,5,5,455,Champions,2,Cluster 2
1147,1,23680,1055380.95,4,5,5,455,Champions,2,Cluster 2
1148,2,8074,391588.54,1,2,3,123,Lost Customers,0,Cluster 0
1150,1,15255,707978.7,4,5,5,455,Champions,2,Cluster 2
1151,2,6279,89818.72,1,2,1,121,Lost Customers,0,Cluster 0
1153,1,4335,93910.82,4,1,1,411,Recent / New Customers,0,Cluster 0
1155,1,12651,661135.87,4,4,4,444,Champions,2,Cluster 2
1156,1,12430,1154161.58,4,4,5,445,Champions,2,Cluster 2
1163,1,4460,383480.41,4,1,3,413,Recent / New Customers,0,Cluster 0
1164,1,9089,924687.67,4,3,5,435,Loyal Customers,2,Cluster 2
1166,1,14593,667478.5,4,5,4,454,Champions,2,Cluster 2
1170,1,8821,421348.75,4,3,3,433,Loyal Customers,2,Cluster 2
1171,1,6115,516017.8,4,1,4,414,Recent / New Customers,0,Cluster 0
1173,2,8228,491393.04,1,3,3,133,At-Risk / High Spenders At Risk,2,Cluster 2
1176,1,16430,749071.48,4,5,5,455,Champions,2,Cluster 2
1177,1,10530,428010.0,4,4,3,443,Loyal Customers,2,Cluster 2
1179,1,5444,370694.58,4,1,2,412,Recent / New Customers,0,Cluster 0
1180,1,10018,586248.84,4,3,4,434,Loyal Customers,2,Cluster 2
1181,1,8324,480603.13,4,3,3,433,Loyal Customers,2,Cluster 2
1183,1,7245,348167.78,4,2,2,422,Recent / New Customers,0,Cluster 0
1184,1,9668,500619.65,4,3,4,434,Loyal Customers,2,Cluster 2
1187,1,3741,216871.52,4,1,1,411,Recent / New Customers,0,Cluster 0
1189,1,7163,319293.83,4,2,2,422,Recent / New Customers,0,Cluster 0
1190,1,21276,832055.9,4,5,5,455,Champions,2,Cluster 2
1192,1,7111,171459.16,4,2,1,421,Recent / New Customers,0,Cluster 0
1193,1,12771,468175.02,4,4,3,443,Loyal Customers,2,Cluster 2
1194,1,14123,546840.09,4,5,4,454,Champions,2,Cluster 2
1195,1,12397,665740.25,4,4,4,444,Champions,2,Cluster 2
1196,1,8333,493568.31,4,3,4,434,Loyal Customers,2,Cluster 2
1198,1,16457,681777.48,4,5,4,454,Champions,2,Cluster 2
1201,1,6448,707862.25,4,2,5,425,Recent / New Customers,2,Cluster 2
1202,1,10098,118498.61,4,3,1,431,Loyal Customers,0,Cluster 0
